99.6420000000	0.0000058242
99.6580000000	0.0000058242
99.6690000000	0.0000058058
99.6830000000	0.0000057934
99.6970000000	0.0000057781
99.7070000000	0.0000057719
99.7210000000	0.0000057688
99.7340000000	0.0000057565
99.7500000000	0.0000057534
99.7600000000	0.0000057719
99.7740000000	0.0000057873
99.7840000000	0.0000057873
99.7930000000	0.0000057842
99.8010000000	0.0000058027
99.8080000000	0.0000058181
99.8180000000	0.0000058027
99.8250000000	0.0000057811
99.8340000000	0.0000057781
99.8390000000	0.0000057873
99.8440000000	0.0000057996
99.8480000000	0.0000057842
99.8520000000	0.0000057688
99.8540000000	0.0000057750
99.8540000000	0.0000057842
99.8570000000	0.0000057750
99.8600000000	0.0000057596
99.8620000000	0.0000057688
99.8590000000	0.0000057842
99.8560000000	0.0000057873
99.8550000000	0.0000057934
99.8510000000	0.0000057873
99.8420000000	0.0000057873
99.8380000000	0.0000057873
99.8330000000	0.0000057934
99.8260000000	0.0000058058
99.8200000000	0.0000058058
99.8130000000	0.0000058058
99.8060000000	0.0000058058
99.7980000000	0.0000058027
99.7900000000	0.0000058027
99.7800000000	0.0000058058
99.7720000000	0.0000058119
99.7650000000	0.0000058181
99.7500000000	0.0000058211
99.7370000000	0.0000058334
99.7300000000	0.0000058334
99.7190000000	0.0000058211
99.7080000000	0.0000058150
99.6970000000	0.0000058181
99.6870000000	0.0000058058
99.6710000000	0.0000057996
99.6610000000	0.0000058181
99.6520000000	0.0000058396
99.6410000000	0.0000058334
99.6300000000	0.0000058181
99.6190000000	0.0000058150
99.6060000000	0.0000058273
99.5950000000	0.0000058396
99.5900000000	0.0000058396
99.5780000000	0.0000058396
99.5660000000	0.0000058334
99.5570000000	0.0000058242
99.5450000000	0.0000058365
99.5380000000	0.0000058550
99.5310000000	0.0000058550
99.5220000000	0.0000058396
99.5110000000	0.0000058304
99.5010000000	0.0000058304
99.4960000000	0.0000058396
99.4890000000	0.0000058334
99.4830000000	0.0000058273
99.4770000000	0.0000058211
99.4700000000	0.0000058242
99.4630000000	0.0000058427
99.4560000000	0.0000058488
99.4530000000	0.0000058334
99.4480000000	0.0000058304
99.4450000000	0.0000058488
99.4400000000	0.0000058550
99.4390000000	0.0000058396
99.4330000000	0.0000058458
99.4300000000	0.0000058581
99.4260000000	0.0000058581
99.4220000000	0.0000058427
99.4220000000	0.0000058242
99.4190000000	0.0000058150
99.4160000000	0.0000058242
99.4170000000	0.0000058581
99.4150000000	0.0000058765
99.4130000000	0.0000058796
99.4080000000	0.0000058858
99.4070000000	0.0000058827
99.4050000000	0.0000058734
99.4060000000	0.0000058704
99.4080000000	0.0000058611
99.4040000000	0.0000058396
99.4010000000	0.0000058304
99.4010000000	0.0000058242
99.4000000000	0.0000058396
99.4000000000	0.0000058642
99.3980000000	0.0000058858
99.3970000000	0.0000058858
99.3970000000	0.0000058858
99.3940000000	0.0000058858
99.3930000000	0.0000058734
99.3940000000	0.0000058642
99.3930000000	0.0000058642
99.3900000000	0.0000058704
99.3870000000	0.0000058765
99.3850000000	0.0000058796
99.3790000000	0.0000058704
99.3780000000	0.0000058550
99.3780000000	0.0000058488
99.3760000000	0.0000058642
99.3700000000	0.0000058888
99.3670000000	0.0000058919
99.3630000000	0.0000058550
99.3600000000	0.0000058396
99.3580000000	0.0000058642
99.3540000000	0.0000059042
99.3500000000	0.0000058981
99.3470000000	0.0000058919
99.3400000000	0.0000058858
99.3370000000	0.0000058704
99.3330000000	0.0000058765
99.3290000000	0.0000058673
99.3210000000	0.0000058550
99.3160000000	0.0000058704
99.3100000000	0.0000058765
99.3040000000	0.0000058796
99.3000000000	0.0000058858
99.2960000000	0.0000058858
99.2850000000	0.0000058704
99.2800000000	0.0000058581
99.2780000000	0.0000058704
99.2720000000	0.0000058919
99.2650000000	0.0000058796
99.2570000000	0.0000058704
99.2530000000	0.0000058858
99.2470000000	0.0000058950
99.2400000000	0.0000058950
99.2360000000	0.0000059011
99.2320000000	0.0000059104
99.2230000000	0.0000059165
99.2150000000	0.0000059104
99.2090000000	0.0000059104
99.2000000000	0.0000059227
99.1940000000	0.0000059319
99.1840000000	0.0000059165
99.1780000000	0.0000058981
99.1710000000	0.0000058858
99.1670000000	0.0000058858
99.1620000000	0.0000058981
99.1570000000	0.0000059073
99.1470000000	0.0000059104
99.1400000000	0.0000059104
99.1300000000	0.0000059165
99.1270000000	0.0000059319
99.1220000000	0.0000059596
99.1170000000	0.0000059535
99.1100000000	0.0000059350
99.1050000000	0.0000059227
99.1000000000	0.0000059073
99.0950000000	0.0000058981
99.0870000000	0.0000059042
99.0830000000	0.0000059165
99.0760000000	0.0000059104
99.0730000000	0.0000059011
99.0670000000	0.0000058919
99.0640000000	0.0000058919
99.0570000000	0.0000059073
99.0530000000	0.0000059196
99.0490000000	0.0000059258
99.0440000000	0.0000059227
99.0410000000	0.0000059258
99.0400000000	0.0000059411
99.0330000000	0.0000059504
99.0280000000	0.0000059473
99.0210000000	0.0000059319
99.0190000000	0.0000059258
99.0160000000	0.0000059227
99.0120000000	0.0000059319
99.0070000000	0.0000059411
99.0040000000	0.0000059411
98.9980000000	0.0000059319
98.9970000000	0.0000059288
98.9930000000	0.0000059350
98.9890000000	0.0000059411
98.9830000000	0.0000059411
98.9790000000	0.0000059381
98.9750000000	0.0000059381
98.9710000000	0.0000059258
98.9670000000	0.0000059227
98.9670000000	0.0000059381
98.9610000000	0.0000059411
98.9550000000	0.0000059350
98.9500000000	0.0000059350
98.9460000000	0.0000059473
98.9400000000	0.0000059658
98.9390000000	0.0000059627
